index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,volume_24h,lp_reward_fee_24h,TVL,Farm_Liquidity,1000000.0_daily_basic_earning_in_%,1000000.0_Mining_Reward,1000000.0_Mining_Reward_Annually
81.0,0x8e744Ec2795c8B836689d1b4EBE1489204357dAC,50.0,1.0,0x12BB890508c125661E03b09EC06E404bc9289040,RACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,1352857.142857143,2300.0000000000005,5703918.561149799,925692.4148653784,0.0343082926652606,0.05882397754706759,21.470751804679672
82.0,0x28BDb16b623176426305a70D8B475bE73Aca71f3,0.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0xBc7d6B50616989655AfD682fb42743507003056D,ACH,0.0,0.0,0.003097041381239368,0.0026740739219078226,0.0343082926652606,0.0,0.0
83.0,0xB7E73DaEe6A6Ca37A21f8E4bfba4DA448DFE4d92,50.0,1.0,0x352Cb5E19b12FC216548a2677bD0fce83BaE434B,BTT,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,990000.0,1682.857142857143,24295969.754205737,24279923.85953497,0.006652669018855658,0.0044809030281898615,1.6355296052892994
84.0,0x53a63ac301D6410915385294527f947aFf616599,100.0,1.0,0x6f9F0c4ad9Af7EbD61Ac5A1D4e0F2227F7B0E5f9,ERA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,61777.142857142855,105.02142857142857,3205863.8750102646,3062742.495945174,0.002497023957323684,0.05576375440365987,20.35377035733585
85.0,0x007EC643C7Cc33a70C083fC305c283dd009C8b94,100.0,1.0,0x3019BF2a2eF8040C242C9a4c5c4BD4C81678b2A1,GMT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,3521428.5714285714,5985.714285714285,7485143.242671134,6458316.186489956,0.07054346773561332,0.030375994941000194,11.087238153465071
86.0,0xbDF0aA1D1985Caa357A6aC6661D838DA8691c569,50.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0x95EE03e1e2C5c4877f9A298F1C0D6c98698FAB7B,DUET,0.0,0.0,449110.2319968487,443624.18689161504,0.07054346773561332,0.07846701960466948,28.64046215570436
87.0,0x8CA3fF14A52b080C54A6d1a405eecA02959d39fE,10.0,1.0,0x965F527D9159dCe6288a2219DB51fc6Eef120dD1,BSW,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,55021.42857142857,93.53714285714285,554597.3774866405,538766.3340875104,0.006016808223899546,0.014723078464252037,5.373923639451993
88.0,0x1CCc3cC95c8148477Afd18a552f03835Be9D182a,50.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,Froyo,0.0,0.0,698293.5416487461,696374.9261026927,0.006016808223899546,0.06677585575663124,24.373187351170404
89.0,0x58d4B61983Ca0aFE6E352e90719F403E24e016F4,10.0,1.0,0x93D8d25E3C9A847a5Da79F79ecaC89461FEcA846,GMI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,35041.42857142857,59.57,191091.68369643987,119339.41339390374,0.005001294259324367,0.0202399533187413,7.3875829613405735
90.0,0x5ca96E8bDe0Bc587DaC9e02422Fd205b1102DAa4,10.0,1.0,0x6a0b66710567b6beb81A71F7e9466450a91a384b,PEX,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,25775.714285714286,43.81857142857143,1274518.4875841376,1258661.8038422784,0.0019264988026152735,0.010030442555136021,3.661111532624648
91.0,0x0d5b9A0f4315a4bcE36D1Ea7d6B6d3123167aFAa,50.0,1.0,0x05aD6E30A855BE07AfA57e08a4f30d00810a402e,TINC,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,45592.857142857145,77.50857142857141,1930763.2653236468,1920822.6288057158,0.002644654801895508,0.03878252868128344,14.155622968668457
92.0,0x046A9B3A9b743340eE2Bc4C6dDD35543E237C6c2,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe0F94Ac5462997D2BC57287Ac3a3aE4C31345D66,CEEK,0.0,0.0,1213758.91404412,1121199.18945116,0.002644654801895508,0.05340228675266876,19.4918346647241
93.0,0x008604A38cD589680F7B8f085DC2D5B4F81151dB,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xF5d8A096CcCb31b9D7bcE5afE812BE23e3D4690d,HAPPY,0.0,0.0,93994.5798185034,12711.98203893368,0.002644654801895508,0.0,0.0
94.0,0xee456d906a38e10680c9d157FFf143390e9681bA,0.0,1.0,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xFa40d8FC324bcdD6Bbae0e086De886c571C225d4,WZRD,88311.42857142857,150.0,117529.60445782391,33129.65912126452,0.013422463208281034,0.0,0.0
95.0,0x272c2CF847A49215A3A1D4bFf8760E503A06f880,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE85aFCcDaFBE7F2B096f268e31ccE3da8dA2990A,aBNBc,32325.714285714286,54.95428571428572,2663633.3842452727,2645665.141220129,0.0014999941301606678,0.031071665385232816,11.341157865609977
96.0,0x92c3E2cddDb0CE886bCA864151BD4d611A86E563,0.0,1.0,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xFeea0bDd3D07eb6FE305938878C0caDBFa169042,8PAY,11642.857142857143,19.792857142857144,191681.56836528066,8867.48550082353,0.0016609182912855232,0.0,0.0
97.0,0x55cdb14855220b239Cf857A03849D96736b9103f,10.0,1.0,0xc2098a8938119A52B1F7661893c0153A6CB116d5,RPG,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,24517.14285714286,41.68,1289990.2516062818,674480.530204913,0.0018200950842809983,0.01352979450417823,4.938374994025054
98.0,0xbe6A4f74fdDc88853612C50D7404E059b37692D8,100.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe4Cc45Bb5DBDA06dB6183E8bf016569f40497Aa5,GAL,315714.28571428574,537.1428571428571,2597635.5291896444,2590630.5419739536,0.014930441196300026,0.06309581899357725,23.029973932655697
99.0,0xF01eD80d46759c0cf6A3e9c66856017d81284962,0.0,1.0,0x7324c7C0d95CEBC73eEa7E85CbAac0dBdf88a05b,XCN,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,665714.2857142857,1131.4285714285713,473810.9850560104,552.8593146815448,0.07676890611488912,0.0,0.0
100.0,0x69AFe59e88614501c3fDEb7480f12DBA0A414032,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe552Fb52a4F19e44ef5A967632DBc320B0820639,Metis,205714.2857142857,348.57142857142856,1094335.7006130153,636652.2172773557,0.01664353181151432,0.06921255852574505,25.262583861896942
101.0,0x7618fdAb208aE23690dadD3aa4a42a442313d24E,50.0,1.0,0x398f7827DcCbeFe6990478876bBF3612D93baF05,MIX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,41040.0,69.76714285714286,718716.1934629151,668772.5161393895,0.004059259063392785,0.06788036492634661,24.77633319811651
102.0,0x41140a1650372Fb8cb2f71e335448ab8cfc1c4f3,0.0,1.0,0x630d98424eFe0Ea27fB1b3Ab7741907DFFEaAd78,PEAK,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,41978.57142857143,71.36285714285715,0.2084749541176561,0.057391254787452974,0.007136284226549189,0.0,0.0
