index,lpToken,allocPoint,isRegular,token0,token0_name,token1,token1_name,volume_24h,lp_reward_fee_24h,TVL,Farm_Liquidity,1000000.0_daily_basic_earning_in_%,1000000.0_Mining_Reward,1000000.0_Mining_Reward_Annually
23.0,0x05faf555522Fa3F93959F86B41A3808666093210,0.0,1.0,0x23396cF899Ca06c4472205fC903bDB4de249D6fC,UST,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,151428.57142857142,255.71428571428572,214208.42131759875,141780.22590152436,0.021060164072721328,0.0,0.0
24.0,0xC5768c5371568Cf1114cddD52CAeD163A42626Ed,10.0,1.0,0x762539b45A1dCcE3D36d080F74d1AED37844b878,LINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,418571.4285714286,711.4285714285714,2315484.228586448,2112071.4483078592,0.021457757672154215,0.007279838477756798,2.6571410443812313
25.0,0x942b294e59a8c47a0F7F20DF105B082710F7C305,50.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xD41FDb03Ba84762dD66a0af1a6C8540FF1ba5dfb,SFP,851428.5714285715,1447.142857142857,7645496.703898641,7462695.596819307,0.01673868959420545,0.013385438017784114,4.885684876491202
26.0,0x16aFc4F2Ad82986bbE2a4525601F8199AB9c832D,10.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x947950BcC74888a40Ffa2593C5798F11Fc9124C4,SUSHI,118777.14285714286,201.42857142857142,968559.8516390463,875194.9384443285,0.010232280784394724,0.012081611895622383,4.4097883419021695
27.0,0xc13aA76AAc067c86aE38028019F414D731b3D86A,10.0,1.0,0x9678E42ceBEb63F23197D726B29b1CB20d0064E5,IOTX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,342857.14285714284,582.8571428571429,1166394.0968564898,1116121.0563797655,0.02690448352416064,0.010706087634550752,3.9077219866110244
28.0,0xE834bf723f5bDff34a5D1129F3c31Ea4787Bc76a,10.0,1.0,0x8519EA49c997f50cefFa444d240fB655e89248Aa,RAMP,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,140284.2857142857,238.57142857142858,3334306.0478066388,1903580.8368911361,0.005504258950337779,0.007802564745942114,2.8479361322688717
29.0,0xF3Bc6FC080ffCC30d93dF48BFA2aA14b869554bb,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f,BELT,14271.42857142857,24.261428571428574,3968903.475007657,11330.6725148757,0.00048826524188802414,0.0,0.0
30.0,0xcAD7019D6d84a3294b0494aEF02e73BD0f2572Eb,50.0,1.0,0xAC51066d7bEC65Dc4589368da368b212745d63E8,ALICE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,301428.5714285714,512.8571428571429,1864107.065909477,1547530.9327555373,0.017906353744994823,0.04446536288062788,16.229857451429176
31.0,0x3f1A9f3D9aaD8bD339eD4853F345d2eF89fbfE0c,10.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,BIFI,515714.28571428574,875.7142857142857,903750.5867465849,880075.6031888836,0.045999423023729065,0.012050248105178876,4.39834055839029
32.0,0xFFd4B200d3C77A0B691B5562D804b3bd54294e6e,10.0,1.0,0x9f589e3eabe42ebC94A44727b3f3531C0c877809,TKO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,68967.14285714286,117.24428571428572,1044630.280530367,860218.6253612798,0.005734253612045359,0.012178878958659978,4.445290819910892
33.0,0xddE420cbB3794ebD8FFC3Ac69F9c78e5d1411870,10.0,1.0,0xA7f552078dcC247C2684336020c03648500C6d9F,EPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,10204.285714285714,17.34714285714286,435832.647786813,288271.9797015719,0.0012081591043274912,0.017585865276809012,6.418840826035289
34.0,0xE6b421a4408c82381b226Ab5B6F8C4b639044359,10.0,1.0,0x2222227E22102Fe3322098e4CBfE18cFebD57c95,TLM,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,37258.57142857143,63.33857142857143,370944.0122322786,278677.8720089645,0.0046200698834840525,0.01771781460433457,6.467002330582118
35.0,0x7752e1FA9F3a2e860856458517008558DEb989e3,100.0,1.0,0x8F0528cE5eF7B51152A59745bEfDD91D97091d2F,ALPACA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,797142.8571428572,1354.2857142857142,4649800.630537668,4581038.072242696,0.023970504498259302,0.04059348311490016,14.816621336938557
36.0,0xF45cd219aEF8618A92BAa7aD848364a158a24F33,250.0,1.0,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,15571428.57142857,26471.428571428572,47493963.61017917,45702830.06328732,0.05458705909094232,0.01212741146747393,4.426505185627985
37.0,0xac109C8025F272414fd9e2faA805a583708A017f,50.0,1.0,0xbA2aE424d960c26247Dd6c32edC70B295c744C43,DOGE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,594285.7142857143,1011.4285714285714,3919837.118567155,3567783.879433306,0.020558171887672942,0.02479909084241807,9.051668157482595
38.0,0xF23BAD605E94dE0e3B60c9718a43A94A5aF43915,10.0,1.0,0x4FA7163E153419E0E1064e418dd7A99314Ed27b6,HOTCROSS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,84820.0,144.28571428571428,864674.1939880146,341171.19332708535,0.007737851188744541,0.016892233883071983,6.1656653673212745
39.0,0x804678fa97d91B974ec2af3c843270886528a9E6,250.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,2955714.285714286,5024.285714285715,9936635.481056439,9060039.66860162,0.04593995770443642,0.05630041784434896,20.549652513187368
40.0,0x6045931E511EF7e53A4A817F971e0CA28c758809,50.0,1.0,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,0xf9CeC8d50f6c8ad3Fb6dcCEC577e05aA32B224FE,CHR,0.0,0.0,2268761.3730956926,1740782.7441358545,0.04593995770443642,0.041330122796841604,15.085494820847186
41.0,0x2E28b9B74D6d99D4697e913b82B41ef1CAC51c6C,50.0,1.0,0x14016E85a25aeb13065688cAFB43044C2ef86784,TUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,135831.42857142858,231.42857142857142,38087488.14015862,34391081.0689097,0.000592078392448045,0.003200718484808047,1.168262246954937
42.0,0x8FA59693458289914dB0097F5F366d771B7a7C3F,100.0,1.0,0x3203c9E46cA618C8C1cE5dC67e7e9D75f5da2377,MBOX,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,1447142.857142857,2461.4285714285716,22327865.37965199,22190928.542575467,0.010551452228353402,0.009769068725871674,3.565710084943161
43.0,0xD171B26E4484402de70e3Ea256bE5A2630d7e88D,100.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,BTCB,1657142.857142857,2815.714285714286,18708205.497241993,16137555.285578016,0.014287015051209623,0.013219725391045328,4.825199767731545
44.0,0xEa26B78255Df2bBC31C1eBf60010D78670185bD0,100.0,1.0,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,ETH,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,0.0,0.0,17061579.60749347,16377398.30118933,0.014287015051209623,0.013037266616239853,4.758602314927546
45.0,0x89eE0491CE55d2f7472A97602a95426216167189,10.0,1.0,0x4691937a7508860F876c9c0a2a617E7d9E945D4B,WOO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,417142.85714285716,708.5714285714286,24949.53812097598,23214.020302086352,0.06913232332105262,0.022141386870589662,8.081606207765226
46.0,0xba01662E978DE7d67F8FfC937726215eb8995d17,10.0,1.0,0x5A3010d4d8D3B5fB49f8B6E57FB9E48063f16700,BSCPAD,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,194285.7142857143,331.42857142857144,1482869414.4653506,211242525.19919845,2.2335427106837946e-05,0.00010674287564971657,0.03896114961214655
47.0,0xA39Af17CE4a8eb807E076805Da1e2B8EA7D0755b,200.0,1.0,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,Cake,0x55d398326f99059fF775485246999027B3197955,USDT,1752857.142857143,2980.0,6365581.74844657,5897724.431727995,0.04045844716377622,0.06568942467666637,23.976640006983228
48.0,0xEc6557348085Aa57C72514D67070dC863C0a5A8c,100.0,1.0,0x55d398326f99059fF775485246999027B3197955,USDT,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,2278571.4285714286,3874.285714285714,85333908.15745959,73892718.20409086,0.0044875597514010615,0.003025044092161469,1.1041410936389362
49.0,0x89EBF9cD99864f6E51bd7a578965922029cAB977,0.0,1.0,0x758FB037A375F17c7e195CC634D77dA4F554255B,DVI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,20270.0,34.45857142857143,1509256.1757909968,113025.48406626678,0.0013732584086480928,0.0,0.0
50.0,0x9D2296e2Fe3CdBf2EB3e3e2CA8811BaFA42eeDFF,10.0,1.0,0x03fF0ff224f904be3118461335064bB48Df47938,ONE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,602261.185724792,465358.84460666566,0.0013732584086480928,0.015460634477557663,5.643131584308547
51.0,0x1472976E0B97F5B2fC93f1FFF14e2b5C4447b64F,10.0,1.0,0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6,CHESS,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,148571.42857142858,252.85714285714286,1012255.1855489559,889677.8451437165,0.012565858678016616,0.011989015764322972,4.375990753977884
52.0,0xC2d00De94795e60FB76Bc37d899170996cBdA436,50.0,1.0,0x715D400F88C167884bbCc41C5FeA407ed4D2f8A0,AXS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,154285.7142857143,262.85714285714283,1632200.5835666922,1542460.651876568,0.009986212467933023,0.044554037558453746,16.262223708835617
53.0,0x92247860A03F48d5c6425c7CA35CDcFCB1013AA1,50.0,1.0,0xaEC945e04baF28b135Fa7c640f624f8D90F1C3a6,C98,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,2009799.2491337138,1201261.2763521455,0.009986212467933023,0.051459991865353646,18.78289703085408
54.0,0xFdFde3aF740A22648B9dD66D05698e5095940850,10.0,1.0,0x1633b7157e7638C4d6593436111Bf125Ee74703F,SPS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,131905.7142857143,224.28571428571428,2105313.8402502756,298811.7983471862,0.007222642406657286,0.01744315650947286,6.3667521259575945
55.0,0x6a445cEB72c8B1751755386c3990055ff92e14A0,10.0,1.0,0xaeF0d72a118ce24feE3cD1d43d383897D05B4e99,WIN,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,291428.5714285714,495.7142857142857,2350601.173676506,2310197.7035998795,0.014794786368750493,0.006844116123421234,2.4981023850487505
56.0,0xb5D108578Be3750209d1b3A8f45FFee8C5a75146,50.0,1.0,0x85EAC5Ac2F758618dFa09bDbe0cf174e7d574D5B,TRX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,4100000.0,6971.428571428572,17479471.933622953,17325720.715509392,0.03772525858135711,0.006181305997898958,2.2561766892331194
57.0,0x59FaC9e98479fc9979aE2a0C7422Af50bCBB9B26,0.0,1.0,0x07663837218A003e66310a01596af4bf4e44623D,rUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,41067.142857142855,69.81428571428572,350680.957479376,33639.06526166009,0.0051688213510148445,0.0,0.0
58.0,0x2bF2dEB40639201C9A94c9e33b4852D9AEa5fd2D,10.0,1.0,0xACB8f52DC63BB752a51186D1c55868ADbFfEe9C1,BP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,25658.571428571428,43.61857142857143,308153.809404233,190015.6833963447,0.003334361075509649,0.019037881425445314,6.948826720287539
59.0,0x74fA517715C4ec65EF01d55ad5335f90dce7CC87,10.0,1.0,0x477bC8d23c634C154061869478bce96BE6045D12,SFUND,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,134418.57142857142,228.57142857142858,7552294.877385239,281128.0434687339,0.002672632689219335,0.017683929089225957,6.454634117567474
60.0,0x0ecc84c9629317a494f12Bc56aA2522475bF32e8,0.0,1.0,0x1fC9004eC7E5722891f5f38baE7678efCB11d34D,NFT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,10565.714285714286,17.96,185354.6990674037,175159.3294333777,0.0015151582909428132,0.0,0.0
61.0,0x88a02D94F437799f06f8c256ff07Aa397E6D0016,10.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xBe1a001FE942f96Eea22bA08783140B9Dcc09D28,BETA,108355.71428571429,184.28571428571428,872364.1517357412,652208.1214510613,0.009842407745035898,0.013712181401833726,5.00494621166931
62.0,0x11c0b2BB4fbB430825d07507A9E24e4c32f7704D,10.0,1.0,0x77d547256A2cD95F32F67aE0313E450Ac200648d,LAZIO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,28601.428571428572,48.621428571428574,0.0037175803351970726,0.003177673310731404,0.004862142839067451,0.02265537740292849,8.2692127520689
63.0,0x365c3F921b2915a480308D0b1C04aEF7B99c2876,0.0,1.0,0x7Ceb519718A80Dd78a8545AD8e7f401dE4f2faA7,DKT,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,8885.714285714286,15.105714285714285,122878.23704732051,38803.93713719039,0.0013452673484380389,0.0,0.0
64.0,0x6dB23b5360c9D2859fDcbf41c56494e7b8573649,10.0,1.0,0x426c72701833fdDBdFc06c944737C6031645c708,FINA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,96211.42857142857,162.85714285714286,285390.1172144465,83456.724232052,0.012669861132126068,0.020910274465256454,7.632250179818606
65.0,0x062f88E2B4896e823ac78Ac314468c29eEC4186d,50.0,1.0,0x23CE9e926048273eF83be0A3A8Ba9Cb6D45cd978,DAR,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,188571.42857142858,320.0,2053871.0116933654,1700071.3424000312,0.01047850412721134,0.04195329419477864,15.312952381094203
66.0,0x936928146a21AfCcd30DfA84824A780572B1630B,50.0,1.0,0x6b23C89196DeB721e6Fd9726E6C76E4810a464bc,XWG,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,USDC,397142.85714285716,674.2857142857143,730552.0747803386,521072.82508634,0.03896361884234558,0.07447170543472795,27.1821724836757
67.0,0x0A292e96ABb35297786a38fDD67Dc4f82689E670,10.0,1.0,0x49f2145d6366099e13B10FbF80646C0F377eE7f6,PORTO,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,23142.85714285714,39.34142857142857,276996.50364527997,248593.0441514545,0.0030807780960343733,0.01814472504154987,6.622824640165703
68.0,0xf924E642f05ACC57fc3b14990c2B1a137683b201,0.0,1.0,0x8729438EB15e2C8B576fCc6AeCdA6A148776C0F5,QI,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,8000.0,13.6,70842.21422299714,28357.472086996615,0.0012700283776044593,0.0,0.0
69.0,0x06043B346450BbCfdE066ebc39fdc264FdFFeD74,10.0,1.0,0xA64455a4553C9034236734FadDAddbb64aCE4Cc7,SANTOS,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,80921.42857142857,137.56571428571428,519402.3152541012,413988.56878592586,0.009053936071086488,0.016022320105722045,5.848146838588546
70.0,0x71E6de81381eFE0Aa98f56b3B43eB3727D640715,10.0,1.0,0x0b15Ddf19D47E6a86A56148fb4aFFFc6929BcB89,IDIA,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,112762.85714285714,191.42857142857142,3455469.2401298755,1727997.2015597364,0.004296485086338321,0.008304765658105014,3.03123946520833
71.0,0x486697ae24469cB1122F537924Aa46E705B142Aa,10.0,1.0,0x9fD87aEfe02441B123c3c32466cD9dB4c578618f,THG,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,66641.42857142857,113.28999999999999,536111.8011421575,237810.8330980506,0.007375114227738148,0.01830277847723868,6.680514144192118
72.0,0x141e9558f66Cc21c93628400cCa7d830c15c2c24,0.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xE69cAef10A488D7AF31Da46c89154d025546e990,DPT,182.85714285714286,0.31142857142857144,37341.74132483189,9150.075153723048,3.0021791182415274e-05,0.0,0.0
73.0,0xe98ac95A1dB2fCaaa9c7D4ba7ecfCE4877ca2bEa,10.0,1.0,0x5f4Bde007Dc06b867f86EBFE4802e34A1fFEEd63,HIGH,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,182857.14285714287,310.0,1133279.0567011351,540024.4193215597,0.014531619715958705,0.014711050805869978,5.369533544142542
74.0,0x2AE94A6C768D59f5DDc25bd7f12C7cBE1D51dc04,10.0,1.0,0x8b303d5BbfBbf46F1a4d9741E491e06986894e18,WOOP,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,265714.28571428574,452.85714285714283,9406293218.410164,1378231219.9817994,4.813894202541673e-06,1.6426090960454655e-05,0.005995523200565948
75.0,0x88c9bf5E334e2591C6A866D5E20683E31226Be3d,10.0,1.0,0x40C8225329Bd3e28A043B029E0D07a5344d2C27C,AOG,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,120745.71428571429,205.71428571428572,530969.868529622,266896.47813743766,0.01343686051194844,0.01788257988389651,6.527141657622226
76.0,0x2Eebe0C34da9ba65521E98CBaA7D97496d05f489,10.0,1.0,0x00e1656e45f18ec6747F5a8496Fd39B50b38396D,BCOIN,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,68022.85714285714,115.63857142857144,327910.5672829016,159805.30121419372,0.008708310203840369,0.019533776446100125,7.129828402826546
77.0,0xa0Ee789a8F581CB92dD9742ed0B5d54a0916976C,10.0,1.0,0x78F5d389F5CDCcFc41594aBaB4B0Ed02F31398b3,APX,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,BUSD,67077.14285714286,114.03142857142858,6138346.641330335,355996.3772890834,0.0015974487412981273,0.01670755014863141,6.098255804250465
78.0,0x1Ce76390Dd210B9C9ae28373FDf79714206ECb73,100.0,1.0,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0xe369fec23380f9F14ffD07a1DC4b7c1a9fdD81c9,Froyo,54392.857142857145,92.46714285714286,931858.9808948039,909713.7257401401,0.004786433366596648,0.11863232258091157,43.30079774203272
79.0,0x6483F166b9E4310A165a55FEa04F867499aded06,0.0,1.0,0x5857c96DaE9cF8511B08Cb07f85753C472D36Ea3,FUSE,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,25261.428571428572,42.94428571428572,577386131.7569691,224568043.9503211,7.424847062607371e-06,0.0,0.0
80.0,0x70531B39E2Bb4d8dA59E2Ce41a98eBA2990F8497,0.0,1.0,0x62823659d09F9F9D2222058878f89437425eB261,ERTHA,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,WBNB,0.0,0.0,101812.80245983975,61061.80333782673,7.424847062607371e-06,0.0,0.0
