,exchange,hedge_type,base_currency,symbol,bid_price,ask_price,timestamp,borrow_rate,maker_fee,taker_fee,days_to_expiration,expiration_date,funding_rate,next_funding_rate_time
542,FTX,Perpetual,FXS,FXS-PERP,5.2,5.21,1655917761.569523,0,0.02,0.07,inf,,-1.5e-05,2022-06-22 16:00:00+00:00
543,FTX,Perpetual,GAL,GAL-PERP,2.6775,2.68,1655917761.569531,0,0.02,0.07,inf,,-2.7e-05,2022-06-22 15:00:00+00:00
544,FTX,Perpetual,GALA,GALA-PERP,0.055025,0.055075,1655917761.569538,0,0.02,0.07,inf,,-1.3e-05,2022-06-22 15:00:00+00:00
545,FTX,Delivery,GBTC,GBTC-0624,13.16,13.34,1655917761.569553,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
546,FTX,Delivery,GBTC,GBTC-0930,13.38,13.47,1655917761.569566,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
547,FTX,Delivery,GDX,GDX-0624,30.205,30.265,1655917761.569576,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
548,FTX,Delivery,GDX,GDX-0930,30.18,30.29,1655917761.569585,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
549,FTX,Delivery,GDXJ,GDXJ-0624,36.215,36.31,1655917761.5696,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
550,FTX,Delivery,GDXJ,GDXJ-0930,36.22,36.38,1655917761.569609,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
551,FTX,Delivery,GLD,GLD-0624,171.275,171.45,1655917761.569618,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
552,FTX,Delivery,GLD,GLD-0930,171.3,171.475,1655917761.569627,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
553,FTX,Perpetual,GLMR,GLMR-PERP,0.61525,0.61575,1655917761.569635,0,0.02,0.07,inf,,7.7e-05,2022-06-22 15:00:00+00:00
554,FTX,Delivery,GME,GME-0624,140.0,141.01,1655917761.569686,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
555,FTX,Delivery,GME,GME-0930,138.06,139.58,1655917761.569696,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
556,FTX,Perpetual,GMT,GMT-PERP,0.76825,0.7684,1655917761.569704,0,0.02,0.07,inf,,-6.5e-05,2022-06-22 15:00:00+00:00
557,FTX,Delivery,GMT,GMT-0930,0.6979,0.70315,1655917761.569774,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
558,FTX,Delivery,GOOGL,GOOGL-0624,2253.7,2255.1,1655917761.569807,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
559,FTX,Delivery,GOOGL,GOOGL-0930,2254.4,2256.0,1655917761.569844,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
560,FTX,Perpetual,GRT,GRT-PERP,0.1064,0.10645,1655917761.569853,0,0.02,0.07,inf,,-6e-06,2022-06-22 15:00:00+00:00
561,FTX,Delivery,GRT,GRT-0624,0.1062,0.1066,1655917761.569889,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
562,FTX,Delivery,GRT,GRT-0930,0.1078,0.1083,1655917761.569899,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
563,FTX,Perpetual,GST,GST-PERP,0.2025,0.203,1655917761.569907,0,0.02,0.07,inf,,-0.000339,2022-06-22 15:00:00+00:00
564,FTX,Delivery,GST,GST-0930,0.0815,0.083,1655917761.569917,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
565,FTX,Perpetual,HBAR,HBAR-PERP,0.07275,0.0728,1655917761.569925,0,0.02,0.07,inf,,-1.2e-05,2022-06-22 16:00:00+00:00
566,FTX,Perpetual,HNT,HNT-PERP,10.1691,10.1797,1655917761.569953,0,0.02,0.07,inf,,-6e-06,2022-06-22 16:00:00+00:00
567,FTX,Perpetual,HOLY,HOLY-PERP,6.1629,6.1799,1655917761.569961,0,0.02,0.07,inf,,0.000133,2022-06-22 15:00:00+00:00
568,FTX,Perpetual,HOT,HOT-PERP,0.002143,0.002147,1655917761.569969,0,0.02,0.07,inf,,-5.5e-05,2022-06-22 16:00:00+00:00
569,FTX,Perpetual,HT,HT-PERP,5.1405,5.1505,1655917761.569977,0,0.02,0.07,inf,,-2.4e-05,2022-06-22 15:00:00+00:00
570,FTX,Perpetual,ICP,ICP-PERP,5.59,5.6,1655917761.569984,0,0.02,0.07,inf,,2e-06,2022-06-22 15:00:00+00:00
571,FTX,Perpetual,ICX,ICX-PERP,0.27725,0.27775,1655917761.570024,0,0.02,0.07,inf,,-2.1e-05,2022-06-22 16:00:00+00:00
572,FTX,Perpetual,IMX,IMX-PERP,0.78375,0.78425,1655917761.570032,0,0.02,0.07,inf,,9e-06,2022-06-22 16:00:00+00:00
573,FTX,Perpetual,IOST,IOST-PERP,0.014795,0.01482,1655917761.57004,0,0.02,0.07,inf,,-3e-05,2022-06-22 16:00:00+00:00
574,FTX,Perpetual,IOTA,IOTA-PERP,0.2824,0.2825,1655917761.570047,0,0.02,0.07,inf,,1.2e-05,2022-06-22 15:00:00+00:00
575,FTX,Perpetual,JASMY,JASMY-PERP,0.009515,0.009525,1655917761.570055,0,0.02,0.07,inf,,-7e-06,2022-06-22 15:00:00+00:00
576,FTX,Perpetual,KAVA,KAVA-PERP,1.656,1.659,1655917761.570063,0,0.02,0.07,inf,,-9e-06,2022-06-22 16:00:00+00:00
577,FTX,Perpetual,KBTT,KBTT-PERP,0.000771,0.0007735,1655917761.57007,0,0.02,0.07,inf,,-6e-06,2022-06-22 15:00:00+00:00
578,FTX,Perpetual,KNC,KNC-PERP,1.3295,1.3306,1655917761.570078,0,0.02,0.07,inf,,4.9e-05,2022-06-22 15:00:00+00:00
579,FTX,Perpetual,KSHIB,KSHIB-PERP,0.00999,0.01001,1655917761.570085,0,0.02,0.07,inf,,-5.7e-05,2022-06-22 15:00:00+00:00
580,FTX,Perpetual,KSM,KSM-PERP,52.79,52.84,1655917761.570092,0,0.02,0.07,inf,,-4.1e-05,2022-06-22 16:00:00+00:00
581,FTX,Perpetual,KSOS,KSOS-PERP,0.000372,0.000373,1655917761.5701,0,0.02,0.07,inf,,-2.8e-05,2022-06-22 15:00:00+00:00
582,FTX,Perpetual,LEO,LEO-PERP,5.81,5.8179,1655917761.570107,0,0.02,0.07,inf,,3.5e-05,2022-06-22 15:00:00+00:00
583,FTX,Perpetual,LINA,LINA-PERP,0.008415,0.00842,1655917761.570115,0,0.02,0.07,inf,,-3.5e-05,2022-06-22 16:00:00+00:00
584,FTX,Perpetual,LINK,LINK-PERP,6.727,6.7305,1655917761.570122,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
585,FTX,Delivery,LINK,LINK-0624,6.7275,6.7385,1655917761.570132,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
586,FTX,Delivery,LINK,LINK-0930,6.68,6.7535,1655917761.570141,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
587,FTX,Perpetual,LOOKS,LOOKS-PERP,0.36125,0.36175,1655917761.570154,0,0.02,0.07,inf,,4e-06,2022-06-22 15:00:00+00:00
588,FTX,Perpetual,LRC,LRC-PERP,0.3872,0.3876,1655917761.570161,0,0.02,0.07,inf,,-1e-05,2022-06-22 15:00:00+00:00
589,FTX,Perpetual,LTC,LTC-PERP,51.82,51.83,1655917761.570169,0,0.02,0.07,inf,,-9e-06,2022-06-22 15:00:00+00:00
590,FTX,Delivery,LTC,LTC-0624,51.75,51.81,1655917761.570179,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
591,FTX,Delivery,LTC,LTC-0930,51.58,51.77,1655917761.570188,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
592,FTX,Perpetual,MANA,MANA-PERP,0.8365,0.8371,1655917761.570196,0,0.02,0.07,inf,,-6e-06,2022-06-22 15:00:00+00:00
593,FTX,Perpetual,MAPS,MAPS-PERP,0.2248,0.2249,1655917761.570204,0,0.02,0.07,inf,,-3.6e-05,2022-06-22 16:00:00+00:00
594,FTX,Perpetual,MATIC,MATIC-PERP,0.414945,0.4150825,1655917761.570211,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
595,FTX,Perpetual,MEDIA,MEDIA-PERP,22.7,23.0,1655917761.570219,0,0.02,0.07,inf,,0.000118,2022-06-22 15:00:00+00:00
596,FTX,Perpetual,MID,MID-PERP,1263.8,1265.0,1655917761.570226,0,0.02,0.07,inf,,-1.2e-05,2022-06-22 15:00:00+00:00
597,FTX,Delivery,MID,MID-0624,1261.7,1265.6,1655917761.570236,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
598,FTX,Delivery,MID,MID-0930,1256.3,1261.7,1655917761.570245,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
599,FTX,Perpetual,MINA,MINA-PERP,0.61725,0.61825,1655917761.570253,0,0.02,0.07,inf,,-7.6e-05,2022-06-22 15:00:00+00:00
600,FTX,Perpetual,MKR,MKR-PERP,923.5,924.0,1655917761.570261,0,0.02,0.07,inf,,-1e-06,2022-06-22 15:00:00+00:00
601,FTX,Perpetual,MNGO,MNGO-PERP,0.0502,0.05035,1655917761.570269,0,0.02,0.07,inf,,3.1e-05,2022-06-22 16:00:00+00:00
602,FTX,Perpetual,MOB,MOB-PERP,1.067,1.073,1655917761.570276,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
603,FTX,Delivery,MRNA,MRNA-0624,138.09,138.35,1655917761.570286,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
604,FTX,Delivery,MRNA,MRNA-0930,138.07,138.9,1655917761.570295,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
605,FTX,Delivery,MSTR,MSTR-0624,172.225,172.675,1655917761.570304,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
606,FTX,Delivery,MSTR,MSTR-0930,172.2,172.825,1655917761.570313,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
607,FTX,Perpetual,MTL,MTL-PERP,1.402,1.4035,1655917761.570322,0,0.02,0.07,inf,,-9.5e-05,2022-06-22 15:00:00+00:00
608,FTX,Perpetual,MVDA10,MVDA10-PERP,9200.0,9215.0,1655917761.570381,0,0.02,0.07,inf,,5e-06,2022-06-22 16:00:00+00:00
609,FTX,Perpetual,MVDA25,MVDA25-PERP,7517.5,7537.5,1655917761.570413,0,0.02,0.07,inf,,8e-06,2022-06-22 15:00:00+00:00
610,FTX,Perpetual,NEAR,NEAR-PERP,3.351,3.352,1655917761.570422,0,0.02,0.07,inf,,-2.5e-05,2022-06-22 15:00:00+00:00
611,FTX,Perpetual,NEO,NEO-PERP,8.9575,8.97,1655917761.57043,0,0.02,0.07,inf,,-3.1e-05,2022-06-22 15:00:00+00:00
612,FTX,Delivery,NFLX,NFLX-0624,179.45,179.69,1655917761.570483,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
613,FTX,Delivery,NFLX,NFLX-0930,179.52,179.68,1655917761.570493,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
614,FTX,Delivery,NIO,NIO-0624,22.595,22.63,1655917761.570502,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
615,FTX,Delivery,NIO,NIO-0930,22.59,22.63,1655917761.570512,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
616,FTX,Delivery,NOK,NOK-0624,4.703,4.7135,1655917761.570525,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
617,FTX,Delivery,NOK,NOK-0930,4.674,4.7225,1655917761.570535,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
618,FTX,Delivery,NVDA,NVDA-0624,164.35,164.75,1655917761.570544,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
619,FTX,Delivery,NVDA,NVDA-0930,164.35,164.95,1655917761.570553,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
620,FTX,Perpetual,OKB,OKB-PERP,11.2705,11.2815,1655917761.570561,0,0.02,0.07,inf,,-4.4e-05,2022-06-22 15:00:00+00:00
621,FTX,Delivery,OKB,OKB-0624,11.2125,11.2715,1655917761.570571,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
622,FTX,Delivery,OKB,OKB-0930,10.9655,11.0485,1655917761.570633,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
623,FTX,Perpetual,OMG,OMG-PERP,1.817,1.8195,1655917761.570643,0,0.02,0.07,inf,,-8e-06,2022-06-22 15:00:00+00:00
624,FTX,Delivery,OMG,OMG-0624,1.8155,1.8225,1655917761.570653,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
625,FTX,Delivery,OMG,OMG-0930,1.803,1.813,1655917761.570662,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
626,FTX,Perpetual,ONE,ONE-PERP,0.02615,0.026175,1655917761.57067,0,0.02,0.07,inf,,-1e-05,2022-06-22 16:00:00+00:00
627,FTX,Perpetual,ONT,ONT-PERP,0.22825,0.22855,1655917761.570678,0,0.02,0.07,inf,,7e-06,2022-06-22 15:00:00+00:00
628,FTX,Perpetual,OP,OP-PERP,0.48375,0.4845,1655917761.570686,0,0.02,0.07,inf,,-2.6e-05,2022-06-22 15:00:00+00:00
629,FTX,Delivery,OP,OP-0930,0.4805,0.487,1655917761.570701,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
630,FTX,Perpetual,OXY,OXY-PERP,0.0855,0.0865,1655917761.570709,0,0.02,0.07,inf,,0.000175,2022-06-22 15:00:00+00:00
631,FTX,Perpetual,PAXG,PAXG-PERP,1841.3,1842.0,1655917761.570717,0,0.02,0.07,inf,,4.5e-05,2022-06-22 16:00:00+00:00
632,FTX,Delivery,PENN,PENN-0624,28.55,28.6,1655917761.570728,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
633,FTX,Delivery,PENN,PENN-0930,28.55,28.66,1655917761.570737,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
634,FTX,Perpetual,PEOPLE,PEOPLE-PERP,0.02289,0.02292,1655917761.570745,0,0.02,0.07,inf,,-1.7e-05,2022-06-22 15:00:00+00:00
635,FTX,Perpetual,PERP,PERP-PERP,0.771,0.775,1655917761.570753,0,0.02,0.07,inf,,-0.000215,2022-06-22 15:00:00+00:00
636,FTX,Delivery,PFE,PFE-0624,49.19,49.24,1655917761.570767,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
637,FTX,Delivery,PFE,PFE-0930,48.79,48.84,1655917761.570796,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
638,FTX,Perpetual,POLIS,POLIS-PERP,0.372025,0.37205,1655917761.570805,0,0.02,0.07,inf,,2.1e-05,2022-06-22 15:00:00+00:00
639,FTX,Delivery,TRUMP2024,TRUMP2024,0.411,0.436,1655917761.570815,0,0.02,0.07,876.0,2024-11-15 00:00:00+00:00,,
640,FTX,Perpetual,PRIV,PRIV-PERP,852.8,854.1,1655917761.570823,0,0.02,0.07,inf,,1.8e-05,2022-06-22 15:00:00+00:00
641,FTX,Delivery,PRIV,PRIV-0624,850.7,854.4,1655917761.570833,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
642,FTX,Delivery,PRIV,PRIV-0930,851.3,856.1,1655917761.570842,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
643,FTX,Perpetual,PROM,PROM-PERP,3.425,3.445,1655917761.57085,0,0.02,0.07,inf,,5.4e-05,2022-06-22 16:00:00+00:00
644,FTX,Perpetual,PUNDIX,PUNDIX-PERP,0.431,0.432,1655917761.570858,0,0.02,0.07,inf,,-0.000168,2022-06-22 15:00:00+00:00
645,FTX,Delivery,PYPL,PYPL-0624,73.6,73.7,1655917761.570868,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
646,FTX,Delivery,PYPL,PYPL-0930,73.575,73.775,1655917761.570877,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
647,FTX,Perpetual,QTUM,QTUM-PERP,2.765,2.768,1655917761.570885,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
648,FTX,Perpetual,RAMP,RAMP-PERP,0.0408,0.0409,1655917761.570892,0,0.02,0.07,inf,,-8.4e-05,2022-06-22 16:00:00+00:00
649,FTX,Perpetual,RAY,RAY-PERP,0.6841,0.6844,1655917761.570899,0,0.02,0.07,inf,,-1e-06,2022-06-22 15:00:00+00:00
650,FTX,Perpetual,REEF,REEF-PERP,0.00343,0.003435,1655917761.570906,0,0.02,0.07,inf,,-4.7e-05,2022-06-22 15:00:00+00:00
651,FTX,Delivery,REEF,REEF-0624,0.003375,0.0035,1655917761.570916,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
652,FTX,Perpetual,REN,REN-PERP,0.1087,0.10885,1655917761.570924,0,0.02,0.07,inf,,4.9e-05,2022-06-22 16:00:00+00:00
653,FTX,Perpetual,RNDR,RNDR-PERP,0.498,0.4995,1655917761.570931,0,0.02,0.07,inf,,-3.5e-05,2022-06-22 15:00:00+00:00
654,FTX,Perpetual,RON,RON-PERP,0.2755,0.276,1655917761.570939,0,0.02,0.07,inf,,0.000115,2022-06-22 15:00:00+00:00
655,FTX,Perpetual,ROSE,ROSE-PERP,0.0518,0.05185,1655917761.570946,0,0.02,0.07,inf,,-4.9e-05,2022-06-22 16:00:00+00:00
656,FTX,Perpetual,RSR,RSR-PERP,0.008615,0.008625,1655917761.570953,0,0.02,0.07,inf,,-6.8e-05,2022-06-22 15:00:00+00:00
657,FTX,Perpetual,RUNE,RUNE-PERP,1.7935,1.7945,1655917761.57096,0,0.02,0.07,inf,,2.3e-05,2022-06-22 15:00:00+00:00
658,FTX,Perpetual,SAND,SAND-PERP,0.94215,0.94285,1655917761.570968,0,0.02,0.07,inf,,-2.5e-05,2022-06-22 15:00:00+00:00
659,FTX,Perpetual,SC,SC-PERP,0.003905,0.003915,1655917761.570975,0,0.02,0.07,inf,,-7e-06,2022-06-22 15:00:00+00:00
660,FTX,Perpetual,SCRT,SCRT-PERP,0.97125,0.97425,1655917761.570983,0,0.02,0.07,inf,,6.9e-05,2022-06-22 15:00:00+00:00
661,FTX,Perpetual,SECO,SECO-PERP,3.7827,3.8775,1655917761.57099,0,0.02,0.07,inf,,0.000202,2022-06-22 15:00:00+00:00
662,FTX,Perpetual,SHIB,SHIB-PERP,9.98e-06,9.99e-06,1655917761.570998,0,0.02,0.07,inf,,-3.7e-05,2022-06-22 15:00:00+00:00
663,FTX,Perpetual,SHIT,SHIT-PERP,2062.2,2065.2,1655917761.571005,0,0.02,0.07,inf,,-0.000149,2022-06-22 15:00:00+00:00
664,FTX,Delivery,SHIT,SHIT-0624,2059.8,2065.5,1655917761.571015,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
665,FTX,Delivery,SHIT,SHIT-0930,2016.4,2029.7,1655917761.571024,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
666,FTX,Perpetual,SKL,SKL-PERP,0.0525,0.0527,1655917761.571031,0,0.02,0.07,inf,,-1.2e-05,2022-06-22 15:00:00+00:00
667,FTX,Perpetual,SLP,SLP-PERP,0.003675,0.0037,1655917761.571051,0,0.02,0.07,inf,,-4.9e-05,2022-06-22 15:00:00+00:00
668,FTX,Delivery,SLV,SLV-0624,19.765,19.855,1655917761.571061,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
669,FTX,Delivery,SLV,SLV-0930,19.8025,19.845,1655917761.57107,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
670,FTX,Perpetual,SNX,SNX-PERP,3.207,3.211,1655917761.571077,0,0.02,0.07,inf,,-6.4e-05,2022-06-22 15:00:00+00:00
671,FTX,Perpetual,SOL,SOL-PERP,34.8725,34.88,1655917761.571085,0,0.02,0.07,inf,,0.0,2022-06-22 15:00:00+00:00
672,FTX,Delivery,SOL,SOL-0624,34.8225,34.875,1655917761.571094,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
673,FTX,Delivery,SOL,SOL-0930,34.2225,34.305,1655917761.571103,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
674,FTX,Perpetual,SOS,SOS-PERP,3.7e-07,3.8e-07,1655917761.571111,0,0.02,0.07,inf,,-0.000993,2022-06-22 15:00:00+00:00
675,FTX,Perpetual,SPELL,SPELL-PERP,0.0007725,0.000775,1655917761.571118,0,0.02,0.07,inf,,-0.000275,2022-06-22 15:00:00+00:00
676,FTX,Delivery,SPY,SPY-0624,376.11,376.72,1655917761.571128,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
677,FTX,Delivery,SPY,SPY-0930,374.0,375.93,1655917761.571137,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
678,FTX,Delivery,SQ,SQ-0624,61.575,61.8,1655917761.571152,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
679,FTX,Delivery,SQ,SQ-0930,61.65,61.875,1655917761.571165,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
680,FTX,Perpetual,SRM,SRM-PERP,0.856,0.857,1655917761.571172,0,0.02,0.07,inf,,-3.7e-05,2022-06-22 15:00:00+00:00
681,FTX,Perpetual,STEP,STEP-PERP,0.0635,0.064,1655917761.571181,0,0.02,0.07,inf,,-1.6e-05,2022-06-22 15:00:00+00:00
682,FTX,Perpetual,STMX,STMX-PERP,0.006745,0.00676,1655917761.571188,0,0.02,0.07,inf,,-1.7e-05,2022-06-22 15:00:00+00:00
683,FTX,Perpetual,STORJ,STORJ-PERP,0.645,0.646,1655917761.571196,0,0.02,0.07,inf,,-6.6e-05,2022-06-22 15:00:00+00:00
684,FTX,Perpetual,STX,STX-PERP,0.381,0.38175,1655917761.571203,0,0.02,0.07,inf,,-6.7e-05,2022-06-22 15:00:00+00:00
685,FTX,Perpetual,SUSHI,SUSHI-PERP,1.232,1.2337,1655917761.57121,0,0.02,0.07,inf,,-2.5e-05,2022-06-22 15:00:00+00:00
686,FTX,Delivery,SUSHI,SUSHI-0624,1.2272,1.2331,1655917761.57122,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
687,FTX,Delivery,SUSHI,SUSHI-0930,1.2119,1.2375,1655917761.571229,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
688,FTX,Perpetual,SXP,SXP-PERP,0.408,0.409,1655917761.571261,0,0.02,0.07,inf,,-1.9e-05,2022-06-22 15:00:00+00:00
689,FTX,Delivery,SXP,SXP-0624,0.404,0.4075,1655917761.571275,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
690,FTX,Delivery,SXP,SXP-0930,0.404,0.408,1655917761.571284,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
691,FTX,Perpetual,THETA,THETA-PERP,1.23945,1.24065,1655917761.571292,0,0.02,0.07,inf,,-2.8e-05,2022-06-22 15:00:00+00:00
692,FTX,Delivery,THETA,THETA-0624,1.236,1.2532,1655917761.571522,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
693,FTX,Perpetual,TLM,TLM-PERP,0.02355,0.0236,1655917761.571531,0,0.02,0.07,inf,,-6.9e-05,2022-06-22 15:00:00+00:00
694,FTX,Delivery,TLRY,TLRY-0624,3.222,3.246,1655917761.571541,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
695,FTX,Delivery,TLRY,TLRY-0930,3.148,3.248,1655917761.57155,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
696,FTX,Perpetual,TOMO,TOMO-PERP,0.4651,0.4656,1655917761.571558,0,0.02,0.07,inf,,1.7e-05,2022-06-22 15:00:00+00:00
697,FTX,Perpetual,TONCOIN,TONCOIN-PERP,1.0655,1.0675,1655917761.571565,0,0.02,0.07,inf,,-5e-05,2022-06-22 15:00:00+00:00
698,FTX,Perpetual,TRU,TRU-PERP,0.0554,0.0555,1655917761.571573,0,0.02,0.07,inf,,6.2e-05,2022-06-22 15:00:00+00:00
699,FTX,Perpetual,TRX,TRX-PERP,0.06341,0.06343,1655917761.57158,0,0.02,0.07,inf,,-3.7e-05,2022-06-22 15:00:00+00:00
700,FTX,Delivery,TRX,TRX-0624,0.0629925,0.0630875,1655917761.57159,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
701,FTX,Delivery,TRX,TRX-0930,0.061075,0.0613625,1655917761.571599,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
702,FTX,Perpetual,TRYB,TRYB-PERP,0.05709,0.05713,1655917761.571607,0,0.02,0.07,inf,,-4.7e-05,2022-06-22 15:00:00+00:00
703,FTX,Delivery,TSLA,TSLA-0624,717.15,720.95,1655917761.571617,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
704,FTX,Delivery,TSLA,TSLA-0930,716.65,719.8,1655917761.571626,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
705,FTX,Delivery,TSM,TSM-0624,84.9,85.4,1655917761.571634,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
706,FTX,Delivery,TSM,TSM-0930,84.6,85.1,1655917761.571644,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
707,FTX,Delivery,TWTR,TWTR-0624,39.025,39.22,1655917761.571653,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
708,FTX,Delivery,TWTR,TWTR-0930,39.03,39.235,1655917761.571662,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
709,FTX,Delivery,UBER,UBER-0624,21.75,21.86,1655917761.571671,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
710,FTX,Delivery,UBER,UBER-0930,21.76,21.925,1655917761.57168,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
711,FTX,Perpetual,UNI,UNI-PERP,5.122,5.127,1655917761.571688,0,0.02,0.07,inf,,-3e-06,2022-06-22 15:00:00+00:00
712,FTX,Delivery,UNI,UNI-0624,5.102,5.118,1655917761.571697,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
713,FTX,Delivery,UNI,UNI-0930,5.133,5.172,1655917761.571706,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
714,FTX,Perpetual,UNISWAP,UNISWAP-PERP,13750.0,13800.0,1655917761.571714,0,0.02,0.07,inf,,7.5e-05,2022-06-22 15:00:00+00:00
715,FTX,Delivery,UNISWAP,UNISWAP-0624,13750.0,13925.0,1655917761.571724,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
716,FTX,Delivery,UNISWAP,UNISWAP-0930,14475.0,14650.0,1655917761.571733,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
717,FTX,Perpetual,USDT,USDT-PERP,0.9988,0.9989,1655917761.57174,0,0.02,0.07,inf,,-4e-06,2022-06-22 15:00:00+00:00
718,FTX,Delivery,USDT,USDT-0624,0.9988,0.9998,1655917761.57175,0,0.02,0.07,1.0,2022-06-24 03:00:00+00:00,,
719,FTX,Delivery,USDT,USDT-0930,0.99,0.9903,1655917761.571759,0,0.02,0.07,99.0,2022-09-30 03:00:00+00:00,,
720,FTX,Delivery,USO,USO-0624,81.11,81.535,1655917761.571768,0,0.02,0.07,2.0,2022-06-24 20:00:00+00:00,,
721,FTX,Delivery,USO,USO-0930,81.165,81.46,1655917761.571777,0,0.02,0.07,100.0,2022-09-30 20:00:00+00:00,,
722,FTX,Perpetual,VET,VET-PERP,0.023155,0.02317,1655917761.571785,0,0.02,0.07,inf,,-4.3e-05,2022-06-22 15:00:00+00:00
